artist1,artist2,cosine similarity
red hot chili peppers,tool,0.025050863554355072
red hot chili peppers,ne-yo,0.003871045102115799
red hot chili peppers,journey,0.0018357621153359742
red hot chili peppers,led zeppelin,0.022757939393561362
red hot chili peppers,modest mouse,0.010554443207643299
red hot chili peppers,the postal service,0.0056984756527958475
red hot chili peppers,kings of leon,0.014493156915246412
red hot chili peppers,deftones,0.012632639753718504
red hot chili peppers,eagles,0.004105252275010472
red hot chili peppers,kylie minogue,0.00530386131604435
red hot chili peppers,madonna,0.011435496316193866
red hot chili peppers,stevie wonder,0.012510327726753421
red hot chili peppers,the beach boys,0.004229719974269568
red hot chili peppers,nickelback,0.0183453111173576
red hot chili peppers,jimi hendrix,0.021735132885321473
red hot chili peppers,alanis morissette,0.011456848364572744
red hot chili peppers,phoenix,0.005069870263125583
red hot chili peppers,lifehouse,0.006311217682072581
red hot chili peppers,the game,0.004811684038109365
red hot chili peppers,incubus,0.04655739789973347
red hot chili peppers,beastie boys,0.024501642631868038
red hot chili peppers,belle and sebastian,0.004224759799460932
red hot chili peppers,prince,0.008253860784175067
red hot chili peppers,leona lewis,0.0023698279401488977
red hot chili peppers,snow patrol,0.013744905087384914
red hot chili peppers,mika,0.007542981920203988
red hot chili peppers,jimmy eat world,0.011212773175604167
red hot chili peppers,ludwig van beethoven,0.0063667613160987
red hot chili peppers,the script,0.0030241842060010475
red hot chili peppers,t.i.,0.0025422341248772704
red hot chili peppers,green day,0.03602018728133893
red hot chili peppers,simon & garfunkel,0.006711504473987687
red hot chili peppers,the who,0.008452758992391058
red hot chili peppers,john lennon,0.004481108636789912
red hot chili peppers,50 cent,0.007210078363881846
red hot chili peppers,ella fitzgerald,0.004592815908921442
red hot chili peppers,snoop dogg,0.008896246487274587
red hot chili peppers,shakira,0.008491741269848488
red hot chili peppers,bon iver,0.002363803840968976
red hot chili peppers,avenged sevenfold,0.011414968195533899
red hot chili peppers,sia,0.0033243533158877044
red hot chili peppers,rihanna,0.009563422884778313
red hot chili peppers,p!nk,0.0035630889644513095
red hot chili peppers,vampire weekend,0.002216845706990963
red hot chili peppers,the cardigans,0.009725459705560675
red hot chili peppers,taylor swift,0.0024703692241184695
red hot chili peppers,foo fighters,0.04044990339051554
red hot chili peppers,lcd soundsystem,0.001499183047895731
red hot chili peppers,ozzy osbourne,0.010715693437463774
red hot chili peppers,kiss,0.0072772848367924775
red hot chili peppers,aerosmith,0.015669512148898942
red hot chili peppers,weezer,0.008350663026120201
red hot chili peppers,robbie williams,0.012579304850644934
red hot chili peppers,paul mccartney,0.0024816960566632663
red hot chili peppers,alicia keys,0.008521982200427701
red hot chili peppers,tiësto,0.00996635298332726
red hot chili peppers,young jeezy,0.001828945997908285
red hot chili peppers,3 doors down,0.018451122883895037
red hot chili peppers,phil collins,0.0057132352307791
red hot chili peppers,counting crows,0.009725339078719551
red hot chili peppers,fergie,0.005244228578725095
red hot chili peppers,scorpions,0.012071352123099307
red hot chili peppers,duran duran,0.002458634606485236
red hot chili peppers,bon jovi,0.011344035615748019
red hot chili peppers,the fray,0.007455998675012832
red hot chili peppers,ciara,0.0005982877574248007
red hot chili peppers,beyoncé,0.0050036703891817285
red hot chili peppers,sum 41,0.016742596519690903
red hot chili peppers,calvin harris,0.0036795074468939735
red hot chili peppers,miley cyrus,0.0011675955773700457
red hot chili peppers,ray charles,0.008181392970790647
red hot chili peppers,lenny kravitz,0.02339521199539155
red hot chili peppers,passion pit,0.000537946108340491
red hot chili peppers,bloodhound gang,0.018208502352854906
red hot chili peppers,nelly,0.0014746022953295568
red hot chili peppers,breaking benjamin,0.008858382839119341
red hot chili peppers,flo rida,0.002000715383647347
red hot chili peppers,blondie,0.003221449901361001
red hot chili peppers,rick ross,0.002173520181313208
red hot chili peppers,chris brown,0.00398858504949867
red hot chili peppers,usher,0.0033796157995765698
red hot chili peppers,the pussycat dolls,0.0036825258574337953
red hot chili peppers,panic! at the disco,0.0037424209185295057
red hot chili peppers,aretha franklin,0.005656550340285069
red hot chili peppers,timbaland,0.007507527818461634
red hot chili peppers,michael bublé,0.006511082340885489
red hot chili peppers,two door cinema club,0.0
red hot chili peppers,jeff buckley,0.006563193530333941
red hot chili peppers,seether,0.007291661468315255
red hot chili peppers,onerepublic,0.00511509075837201
red hot chili peppers,editors,0.002694368297173595
red hot chili peppers,lynyrd skynyrd,0.0036689795070129617
red hot chili peppers,gwen stefani,0.0028461499380801674
red hot chili peppers,jet,0.005392892967193699
red hot chili peppers,kid cudi,0.0025927403328136795
red hot chili peppers,pitbull,0.0011275641245135173
red hot chili peppers,sting,0.013017078378760065
red hot chili peppers,the verve,0.006259718802876662
red hot chili peppers,david guetta,0.012336485635788076
red hot chili peppers,stereophonics,0.005919469057476218
red hot chili peppers,jennifer lopez,0.0026441715966252534
red hot chili peppers,destiny's child,0.0006962194883273433
red hot chili peppers,the xx,0.0007143061233236568
red hot chili peppers,cream,0.004776413308356278
red hot chili peppers,ludacris,0.0025661053915447146
red hot chili peppers,florence + the machine,0.0006794406494468447
red hot chili peppers,train,0.001738286798198262
red hot chili peppers,wiz khalifa,0.0
red hot chili peppers,korn,0.0
red hot chili peppers,nicki minaj,0.0
red hot chili peppers,mumford & sons,0.0018497470273974115
red hot chili peppers,the notorious b.i.g.,0.0
red hot chili peppers,ke$ha,0.0
red hot chili peppers,ellie goulding,0.0
goldfrapp,jack johnson,0.010282685274393268
goldfrapp,the killers,0.011358082037959174
goldfrapp,arctic monkeys,0.005130838257513221
goldfrapp,bright eyes,0.002486993130310641
goldfrapp,coldplay,0.022268451007644612
goldfrapp,björk,0.08141675247121233
goldfrapp,dido,0.01310684997368542
goldfrapp,audioslave,0.0016050470696986577
goldfrapp,air,0.12207600700295898
goldfrapp,portishead,0.10803664056506677
goldfrapp,massive attack,0.10646202034848265
goldfrapp,arcade fire,0.014930588201914225
goldfrapp,m83,0.03140436639696813
goldfrapp,radiohead,0.03230817987030781
goldfrapp,justice,0.02619134423576285
goldfrapp,ac/dc,0.003185461497898136
goldfrapp,metallica,0.0027983408937909343
goldfrapp,iron maiden,0.001692976080975793
goldfrapp,bob marley & the wailers,0.004102756546110501
goldfrapp,elton john,0.004226197548530976
goldfrapp,black eyed peas,0.0053325354877095275
goldfrapp,nelly furtado,0.007161276257132506
goldfrapp,blink-182,0.0019557459720322065
goldfrapp,placebo,0.012340485897491581
goldfrapp,no doubt,0.00824529296183335
goldfrapp,regina spektor,0.01770953475400066
goldfrapp,the beatles,0.012069992911148781
goldfrapp,nas,0.001411356481466349
goldfrapp,jay-z,0.0016419852121375956
goldfrapp,dr. dre,0.00098372011076984
goldfrapp,kanye west,0.005277528890091392
goldfrapp,2pac,0.00032431177851016565
goldfrapp,goo goo dolls,0.0023678963179625595
goldfrapp,bryan adams,0.002084317374280874
goldfrapp,the rolling stones,0.005988681793687922
goldfrapp,the velvet underground,0.0074098624870820706
goldfrapp,fall out boy,0.0007432405381355224
goldfrapp,norah jones,0.017287820705666517
goldfrapp,soundgarden,0.004488263138130568
goldfrapp,alice in chains,0.002666320369810692
goldfrapp,pink floyd,0.009060709827122593
goldfrapp,nine inch nails,0.021986444752091414
goldfrapp,pantera,0.00028861014450251766
goldfrapp,david bowie,0.024868053217917147
goldfrapp,linkin park,0.0020325225409825805
goldfrapp,limp bizkit,0.0007685710590221615
goldfrapp,yeah yeah yeahs,0.01910209516327416
goldfrapp,kaiser chiefs,0.008394841656174531
goldfrapp,muse,0.013801276000499482
goldfrapp,johnny cash,0.010875459825718303
goldfrapp,van morrison,0.004870743796391411
goldfrapp,billy joel,0.0016050470696986577
goldfrapp,eric clapton,0.003207752884516966
goldfrapp,dire straits,0.004860495783574889
goldfrapp,marvin gaye,0.005505644386606888
goldfrapp,james brown,0.005390186195463152
goldfrapp,gnarls barkley,0.011376648206779057
goldfrapp,daft punk,0.031328302637907174
goldfrapp,rammstein,0.0055025580064667215
goldfrapp,moby,0.04814983154391829
goldfrapp,van halen,0.0015858948355545288
goldfrapp,evanescence,0.005729021005706005
goldfrapp,queen,0.005648526912243723
goldfrapp,the flaming lips,0.008680168028673357
goldfrapp,cat power,0.03118346970395229
goldfrapp,sonic youth,0.010560336415435361
goldfrapp,the kinks,0.004394319229388062
goldfrapp,sublime,0.0017448552995010349
goldfrapp,the doors,0.0065577495974977005
goldfrapp,creedence clearwater revival,0.0016643876402784338
goldfrapp,michael jackson,0.005519137933827191
goldfrapp,fleetwood mac,0.00861427781624472
goldfrapp,[unknown],0.01180792549089962
goldfrapp,interpol,0.008490254724028404
goldfrapp,joy division,0.01298367795140237
goldfrapp,the cure,0.017942855844432365
goldfrapp,the cranberries,0.008640510562696992
goldfrapp,jamiroquai,0.017678779805926838
goldfrapp,avril lavigne,0.000838244104881752
goldfrapp,u2,0.009557192268895015
goldfrapp,bruce springsteen,0.0015227895121999303
goldfrapp,frank sinatra,0.008297135840471261
goldfrapp,ramones,0.002533425803936809
goldfrapp,the clash,0.005918755156005933
goldfrapp,franz ferdinand,0.011843498746960456
goldfrapp,bob dylan,0.00718669198510418
goldfrapp,r.e.m.,0.006630362987363256
goldfrapp,new order,0.019490972288694886
goldfrapp,neil young,0.0047042496593628835
goldfrapp,the black keys,0.004227719679878198
goldfrapp,death cab for cutie,0.008936042377974334
goldfrapp,travis,0.008473281752042114
goldfrapp,the kooks,0.005838021173431968
goldfrapp,m.i.a.,0.03067897241678798
goldfrapp,the strokes,0.0048462522776915855
goldfrapp,maroon 5,0.00128707246978044
goldfrapp,john legend,0.0035102076070883657
goldfrapp,britney spears,0.013935160126592018
goldfrapp,christina aguilera,0.007275941389908828
goldfrapp,feist,0.047115862340720925
goldfrapp,garbage,0.026731664836336304
goldfrapp,bloc party,0.010784776965658781
goldfrapp,depeche mode,0.036994811392874055
goldfrapp,röyksopp,0.11302497005113071
goldfrapp,the prodigy,0.013564627201490102
goldfrapp,the offspring,0.001467345111940386
goldfrapp,marilyn manson,0.006117522802825045
goldfrapp,keane,0.01166519065620889
goldfrapp,iron & wine,0.008816174000548332
goldfrapp,fleet foxes,0.012921856545761458
goldfrapp,the smashing pumpkins,0.00734381961450544
goldfrapp,the shins,0.011390093973786167
goldfrapp,nirvana,0.005032665525668806
goldfrapp,john mayer,0.002238131206537532
goldfrapp,josé gonzález,0.017815231506779147
goldfrapp,lily allen,0.023524023501625777
goldfrapp,akon,0.0008772368588964667
goldfrapp,katy perry,0.006155993385487733
goldfrapp,elvis presley,0.008100936609470314
goldfrapp,eminem,0.0024388260302148877
goldfrapp,bullet for my valentine,0.00030341147850215864
goldfrapp,disturbed,0.0010101998987823567
goldfrapp,papa roach,0.0008025704153315869
goldfrapp,simple plan,0.0
goldfrapp,slipknot,0.0004523217870990048
goldfrapp,kelly clarkson,0.0034892770676507477
goldfrapp,james blunt,0.0020905538582417613
goldfrapp,adele,0.009614936454648835
goldfrapp,the all-american rejects,0.0009554591964566566
goldfrapp,three days grace,0.0008388590944989932
goldfrapp,hoobastank,0.0019801678243547205
goldfrapp,30 seconds to mars,0.0010860512148105808
goldfrapp,good charlotte,0.0008930849997302812
goldfrapp,mgmt,0.02505896759024461
goldfrapp,mariah carey,0.004853854246721422
goldfrapp,pixies,0.009518626399973622
goldfrapp,oasis,0.005543466516295681
goldfrapp,system of a down,0.0025636896427457725
goldfrapp,sigur rós,0.028895206882530628
goldfrapp,outkast,0.004461070609513718
goldfrapp,elliott smith,0.004471056715192018
goldfrapp,louis armstrong,0.005318835951941474
goldfrapp,drake,0.0
goldfrapp,fatboy slim,0.024659970889676443
goldfrapp,blur,0.010955626187819326
goldfrapp,kasabian,0.010421458998388316
goldfrapp,amy winehouse,0.02856696645602041
goldfrapp,black sabbath,0.0015350874988486118
goldfrapp,the jimi hendrix experience,0.0012040930464535882
goldfrapp,the smiths,0.010753286480235765
goldfrapp,damien rice,0.005936266397045059
goldfrapp,band of horses,0.005420624293375814
goldfrapp,my chemical romance,0.0015064539913184922
goldfrapp,the chemical brothers,0.04497285203422966
goldfrapp,abba,0.007451797446965391
goldfrapp,tenacious d,0.0016282827315899832
goldfrapp,sufjan stevens,0.010491479977290585
goldfrapp,a perfect circle,0.006830814326384942
goldfrapp,jason mraz,0.002600753571866068
goldfrapp,lady gaga,0.012474347535672755
goldfrapp,justin timberlake,0.003608944008800772
goldfrapp,gorillaz,0.017085188009930755
goldfrapp,lupe fiasco,0.0026325375085485166
goldfrapp,guns n' roses,0.0010825825019747447
goldfrapp,rise against,0.0006624158200607577
goldfrapp,lil' wayne,0.0
goldfrapp,the police,0.005368223736767313
goldfrapp,bob marley,0.004578214590526943
goldfrapp,pearl jam,0.003386815051511195
goldfrapp,nina simone,0.023112919734553983
goldfrapp,beck,0.026636823023200154
goldfrapp,paramore,0.0009573336102463748
goldfrapp,wolfgang amadeus mozart,0.004384807372679615
goldfrapp,cake,0.007748086945194946
goldfrapp,the white stripes,0.008856839677245482
goldfrapp,the national,0.009347166528578773
goldfrapp,queens of the stone age,0.005476190039741968
goldfrapp,rage against the machine,0.0032392268205511366
goldfrapp,deep purple,0.0036101435913530296
goldfrapp,tool,0.005621404160842872
goldfrapp,ne-yo,0.0
goldfrapp,journey,0.0
goldfrapp,led zeppelin,0.003620256778408922
goldfrapp,modest mouse,0.004963897931396537
goldfrapp,the postal service,0.00924624310088388
goldfrapp,kings of leon,0.008727711287751131
goldfrapp,deftones,0.002635391807439315
goldfrapp,eagles,0.0005550923152957579
goldfrapp,kylie minogue,0.042671164014257246
goldfrapp,madonna,0.049700969560533236
goldfrapp,stevie wonder,0.007612136460774634
goldfrapp,the beach boys,0.0044609934276936365
goldfrapp,nickelback,0.001672290372984307
goldfrapp,jimi hendrix,0.00467827973855848
goldfrapp,alanis morissette,0.015491395068204135
goldfrapp,phoenix,0.012097469723638711
goldfrapp,lifehouse,0.0009752825894497755
goldfrapp,the game,0.00043374172957965273
goldfrapp,incubus,0.002946720110057816
goldfrapp,beastie boys,0.013502010683491156
goldfrapp,belle and sebastian,0.019422552479783424
goldfrapp,prince,0.009059676056471537
goldfrapp,leona lewis,0.003295919807877478
goldfrapp,snow patrol,0.007080074084300398
goldfrapp,mika,0.010053550922792235
goldfrapp,jimmy eat world,0.0016539674648196844
goldfrapp,ludwig van beethoven,0.0059031950177331795
goldfrapp,the script,0.0
goldfrapp,t.i.,0.0
goldfrapp,green day,0.003062656857592325
goldfrapp,simon & garfunkel,0.005632740655832074
goldfrapp,the who,0.005560254010363622
goldfrapp,john lennon,0.00660996862729603
goldfrapp,50 cent,0.002017059001171177
goldfrapp,ella fitzgerald,0.01639488329821161
goldfrapp,snoop dogg,0.004009691105646208
goldfrapp,shakira,0.003444636290246533
goldfrapp,bon iver,0.009205116436643757
goldfrapp,avenged sevenfold,0.0007408688032069092
goldfrapp,sia,0.06763290433220354
goldfrapp,rihanna,0.004116870851370746
goldfrapp,p!nk,0.004955488664897276
goldfrapp,vampire weekend,0.0094421606546784
goldfrapp,the cardigans,0.021478815559336423
goldfrapp,taylor swift,0.0005010470296546423
goldfrapp,foo fighters,0.004841799241510586
goldfrapp,lcd soundsystem,0.03697471722685303
goldfrapp,ozzy osbourne,0.0
goldfrapp,kiss,0.001142708729918868
goldfrapp,aerosmith,0.0025008261471783574
goldfrapp,weezer,0.0023361438215374047
goldfrapp,robbie williams,0.005645582354835261
goldfrapp,paul mccartney,0.002684503300007406
goldfrapp,alicia keys,0.007297907149130406
goldfrapp,tiësto,0.009379309540675762
goldfrapp,young jeezy,0.0
goldfrapp,3 doors down,0.0007776222568777935
goldfrapp,phil collins,0.0038171377687314925
goldfrapp,counting crows,0.0010180747459077697
goldfrapp,fergie,0.004254595024171472
goldfrapp,scorpions,0.002136737096734768
goldfrapp,duran duran,0.009118481965222157
goldfrapp,bon jovi,0.0022087951397352173
goldfrapp,the fray,0.0026299930515938366
goldfrapp,ciara,0.0009707708493442847
goldfrapp,beyoncé,0.0045889235254695
goldfrapp,sum 41,0.0006546080250790852
goldfrapp,calvin harris,0.021227740293858155
goldfrapp,miley cyrus,0.0
goldfrapp,ray charles,0.0019666636514594805
goldfrapp,lenny kravitz,0.0035040596390419347
goldfrapp,passion pit,0.004364307927199978
goldfrapp,bloodhound gang,0.00103665913061412
goldfrapp,nelly,0.002392662903288694
goldfrapp,breaking benjamin,0.0007186725556246732
goldfrapp,flo rida,0.0
goldfrapp,blondie,0.01451962806476741
goldfrapp,rick ross,0.0
goldfrapp,chris brown,0.0005393171385246026
goldfrapp,usher,0.0006093003574686275
goldfrapp,the pussycat dolls,0.0016295998843010196
goldfrapp,panic! at the disco,0.0
goldfrapp,aretha franklin,0.0020396035222742144
goldfrapp,timbaland,0.0029235787895137972
goldfrapp,michael bublé,0.004063370751828359
goldfrapp,two door cinema club,0.0
goldfrapp,jeff buckley,0.005071104106824316
goldfrapp,seether,0.0
goldfrapp,onerepublic,0.003018055769594678
goldfrapp,editors,0.009229425359441207
goldfrapp,lynyrd skynyrd,0.0006614688348445264
goldfrapp,gwen stefani,0.007696851998230819
goldfrapp,jet,0.002187602546272841
goldfrapp,kid cudi,0.000701155562625475
goldfrapp,pitbull,0.0009147825350426914
goldfrapp,sting,0.003520212494436213
goldfrapp,the verve,0.008802651904055143
goldfrapp,david guetta,0.008807461318705726
goldfrapp,stereophonics,0.005762893791436817
goldfrapp,jennifer lopez,0.00643557721551046
goldfrapp,destiny's child,0.002259346194622841
goldfrapp,the xx,0.0046360805710980125
goldfrapp,cream,0.0035227824940494102
goldfrapp,ludacris,0.0006939526672970905
goldfrapp,florence + the machine,0.006614688348445264
goldfrapp,train,0.0014102562943576397
goldfrapp,wiz khalifa,0.0
goldfrapp,korn,0.0
goldfrapp,nicki minaj,0.0
goldfrapp,mumford & sons,0.0
goldfrapp,the notorious b.i.g.,0.0
goldfrapp,ke$ha,0.0
goldfrapp,ellie goulding,0.0
jack johnson,the killers,0.02015488387219196
jack johnson,arctic monkeys,0.018106608606450615
jack johnson,bright eyes,0.01198318481267175
jack johnson,coldplay,0.06117433308326151
jack johnson,björk,0.01150001846072452
jack johnson,dido,0.018334826964878592
jack johnson,audioslave,0.009355241836804591
jack johnson,air,0.024010162502139436
jack johnson,portishead,0.013687209863976695
jack johnson,massive attack,0.01766468872771751
jack johnson,arcade fire,0.0062213635796871565
jack johnson,m83,0.003396706732987209
jack johnson,radiohead,0.022597530629463083
jack johnson,justice,0.009557838551485722
jack johnson,ac/dc,0.010662710522310874
jack johnson,metallica,0.006556829909590103
jack johnson,iron maiden,0.0033155634639722665
jack johnson,bob marley & the wailers,0.03558327556342711
jack johnson,elton john,0.006240356156506388
jack johnson,black eyed peas,0.0136758294596942
jack johnson,nelly furtado,0.008626370519276245
jack johnson,blink-182,0.01595907536868312
jack johnson,placebo,0.00612550274319806
jack johnson,no doubt,0.007826726320958034
jack johnson,regina spektor,0.020771544241520112
jack johnson,the beatles,0.03621258390381383
jack johnson,nas,0.008094668466804298
jack johnson,jay-z,0.00849864038837231
jack johnson,dr. dre,0.0058484255720064535
jack johnson,kanye west,0.017379861562807967
jack johnson,2pac,0.007712410381678241
jack johnson,goo goo dolls,0.013249550989835318
jack johnson,bryan adams,0.0065603174345189195
jack johnson,the rolling stones,0.009424585254074332
jack johnson,the velvet underground,0.003948747172573192
jack johnson,fall out boy,0.012996244985787308
